category,city,experienceLevel,price
Programming & Tech,Msc,9,933.0
Business,Nvsk,7,680.0
Programming & Tech,Msc,6,465.0
Programming & Tech,Msc,9,1030.0
Programming & Tech,Msc,6,647.0
Programming & Tech,Msc,8,475.0
Programming & Tech,Msc,4,724.0
Programming & Tech,Msc,6,883.0
Programming & Tech,Msc,5,606.0
Programming & Tech,Msc,3,767.0
Music & Audio,Mmk,2,424.0
Programming & Tech,Msc,1,553.0
Video & Animation,Vlc,9,587.0
Programming & Tech,Msc,7,972.0
Programming & Tech,Msc,7,1017.0
Writing & Translation,NNov,8,557.0
Programming & Tech,Msc,4,1097.0
Programming & Tech,Msc,7,666.0
Music & Audio,Mmk,0,434.0
Programming & Tech,Msc,7,240.0
Programming & Tech,Msc,3,612.0
Programming & Tech,Msc,8,557.0
Programming & Tech,SPb,0,126.0
Programming & Tech,Msc,1,565.0
Music & Audio,Mmk,9,364.0
Programming & Tech,Msc,9,788.0
Programming & Tech,Msc,2,383.0
Lifestyle,Nov,4,394.0
Programming & Tech,Msc,0,534.0
Programming & Tech,SPb,2,1049.0
Programming & Tech,Msc,6,424.0
Video & Animation,Vlc,7,959.0
Programming & Tech,Msc,7,983.0
Programming & Tech,Msc,6,606.0
Programming & Tech,Msc,6,680.0
Programming & Tech,Msc,3,366.0
Programming & Tech,Msc,7,290.0
Programming & Tech,Msc,9,587.0
Programming & Tech,Msc,0,322.0
Programming & Tech,Msc,6,1014.0
Programming & Tech,Msc,3,178.0
Lifestyle,Nov,1,449.0
Music & Audio,Mmk,7,245.0
Programming & Tech,Msc,8,404.0
Programming & Tech,Msc,1,352.0
Programming & Tech,SPb,7,984.0
Programming & Tech,Msc,6,624.0
Business,Nvsk,2,130.0
Video & Animation,Vlc,4,198.0
Programming & Tech,Msc,9,418.0
Programming & Tech,Msc,8,548.0
Writing & Translation,NNov,7,714.0
Programming & Tech,Msc,3,330.0
Programming & Tech,Msc,9,589.0
Programming & Tech,Msc,6,421.0
Programming & Tech,Msc,5,377.0
Programming & Tech,Msc,8,923.0
Programming & Tech,Msc,2,239.0
Programming & Tech,Msc,1,704.0
Programming & Tech,Msc,6,1089.0
Programming & Tech,Msc,8,138.0
Programming & Tech,Msc,1,711.0
Programming & Tech,Msc,6,852.0
Business,Nvsk,0,837.0
Programming & Tech,Msc,8,365.0
Programming & Tech,Msc,8,1040.0
Digital Marketing,Krsk,9,634.0
Programming & Tech,Msc,8,1007.0
Programming & Tech,Msc,7,136.0
Programming & Tech,SPb,2,209.0
Programming & Tech,Msc,6,1016.0
Programming & Tech,Msc,3,720.0
Video & Animation,Vlc,5,610.0
Programming & Tech,Msc,6,710.0
Programming & Tech,Msc,9,639.0
Video & Animation,Vlc,1,498.0
Programming & Tech,Msc,8,117.0
Digital Marketing,Krsk,1,983.0
Programming & Tech,Msc,2,329.0
Programming & Tech,Msc,3,394.0
Programming & Tech,Msc,5,462.0
Programming & Tech,Msc,4,980.0
Programming & Tech,Msc,1,250.0
Lifestyle,Nov,5,804.0
Digital Marketing,Krsk,2,568.0
Programming & Tech,Msc,1,599.0
Lifestyle,Nov,5,657.0
Programming & Tech,Msc,0,851.0
Business,Nvsk,1,1016.0
Programming & Tech,Msc,0,717.0
Writing & Translation,NNov,5,209.0
Writing & Translation,NNov,6,398.0
Writing & Translation,NNov,4,915.0
Video & Animation,Vlc,8,1080.0
Programming & Tech,Msc,2,111.0
Programming & Tech,Msc,3,760.0
Writing & Translation,NNov,3,615.0
Programming & Tech,Msc,6,681.0
Digital Marketing,Krsk,5,413.0
Lifestyle,Nov,4,837.0
Programming & Tech,Msc,8,581.0
Programming & Tech,Msc,6,726.0
Programming & Tech,Msc,6,249.0
Programming & Tech,Msc,5,605.0
Programming & Tech,Msc,4,1054.0
Programming & Tech,Msc,7,212.0
Digital Marketing,Krsk,3,706.0
Programming & Tech,Msc,5,691.0
Programming & Tech,Msc,6,503.0
Programming & Tech,Msc,7,559.0
Programming & Tech,Msc,0,1001.0
Programming & Tech,Msc,4,508.0
Programming & Tech,Msc,5,524.0
Music & Audio,Mmk,0,692.0
Programming & Tech,Msc,7,373.0
Programming & Tech,Msc,1,797.0
Digital Marketing,Krsk,7,589.0
Programming & Tech,Msc,9,330.0
Programming & Tech,Msc,6,1017.0
Programming & Tech,Msc,6,285.0
Programming & Tech,SPb,4,531.0
Writing & Translation,NNov,9,157.0
Programming & Tech,Msc,1,579.0
Music & Audio,Mmk,9,818.0
Programming & Tech,SPb,5,863.0
Writing & Translation,NNov,6,710.0
Programming & Tech,Msc,1,570.0
Programming & Tech,Msc,2,1092.0
Video & Animation,Vlc,9,207.0
Writing & Translation,NNov,4,771.0
Programming & Tech,Msc,5,757.0
Lifestyle,Nov,8,872.0
Digital Marketing,Krsk,0,249.0
Programming & Tech,Msc,9,550.0
Programming & Tech,SPb,8,694.0
Programming & Tech,Msc,7,590.0
Programming & Tech,Msc,4,498.0
Programming & Tech,Msc,0,174.0
Programming & Tech,Msc,3,432.0
Programming & Tech,Msc,3,454.0
Music & Audio,Mmk,2,457.0
Business,Nvsk,7,914.0
Programming & Tech,Msc,0,818.0
Programming & Tech,Msc,1,296.0
Programming & Tech,Msc,8,594.0
Programming & Tech,SPb,7,224.0
Lifestyle,Nov,1,818.0
Programming & Tech,Msc,0,404.0
Writing & Translation,NNov,0,895.0
Programming & Tech,Msc,5,327.0
Programming & Tech,Msc,7,957.0
Programming & Tech,Msc,6,781.0
Programming & Tech,Msc,7,950.0
Business,Nvsk,0,215.0
Lifestyle,Nov,3,938.0
Music & Audio,Mmk,4,217.0
Programming & Tech,Msc,7,558.0
Business,Nvsk,2,163.0
Writing & Translation,NNov,3,597.0
Writing & Translation,NNov,0,425.0
Programming & Tech,Msc,3,233.0
Programming & Tech,Msc,9,238.0
Music & Audio,Mmk,2,822.0
Digital Marketing,Krsk,3,229.0
Programming & Tech,Msc,5,238.0
Lifestyle,Nov,5,187.0
Writing & Translation,NNov,1,130.0
Programming & Tech,Msc,4,457.0
Video & Animation,Vlc,0,791.0
Programming & Tech,Msc,0,575.0
Programming & Tech,Msc,8,421.0
Lifestyle,Nov,9,863.0
Programming & Tech,Msc,4,123.0
Programming & Tech,Msc,9,757.0
Programming & Tech,Msc,2,687.0
Video & Animation,Vlc,4,599.0
Programming & Tech,Msc,9,1084.0
Programming & Tech,SPb,5,122.0
Digital Marketing,Krsk,1,289.0
Programming & Tech,Msc,5,473.0
Video & Animation,Vlc,4,624.0
Music & Audio,Mmk,9,397.0
Programming & Tech,Msc,2,878.0
Music & Audio,Mmk,1,174.0
Programming & Tech,Msc,6,783.0
Writing & Translation,NNov,1,184.0
Programming & Tech,Msc,6,794.0
Programming & Tech,Msc,2,336.0
Programming & Tech,Msc,4,210.0
Digital Marketing,Krsk,0,284.0
Programming & Tech,Msc,5,757.0
Business,Nvsk,0,368.0
Writing & Translation,NNov,8,429.0
Programming & Tech,Msc,7,110.0
Video & Animation,Vlc,5,374.0
Programming & Tech,Msc,5,806.0
Writing & Translation,NNov,3,654.0
Programming & Tech,Msc,7,457.0
Writing & Translation,NNov,6,129.0
Programming & Tech,Msc,2,986.0
Business,Nvsk,0,788.0
Programming & Tech,Msc,1,197.0
Digital Marketing,Krsk,7,765.0
Programming & Tech,Msc,7,882.0
Digital Marketing,Krsk,1,617.0
Programming & Tech,Msc,4,743.0
Business,Nvsk,0,201.0
Writing & Translation,NNov,5,352.0
Programming & Tech,Msc,7,1078.0
Programming & Tech,Msc,9,677.0
Programming & Tech,Msc,7,357.0
Music & Audio,Mmk,2,856.0
Music & Audio,Mmk,1,806.0
Programming & Tech,Msc,5,446.0
Programming & Tech,SPb,6,606.0
Programming & Tech,Msc,4,649.0
Programming & Tech,Msc,3,990.0
Programming & Tech,Msc,0,957.0
Programming & Tech,Msc,5,1030.0
Programming & Tech,Msc,1,880.0
Programming & Tech,Msc,7,428.0
Business,Nvsk,7,366.0
Digital Marketing,Krsk,0,563.0
Music & Audio,Mmk,0,476.0
Music & Audio,Mmk,9,482.0
Programming & Tech,Msc,3,257.0
Music & Audio,Mmk,4,942.0
Programming & Tech,Msc,0,982.0
Business,Nvsk,5,493.0
Writing & Translation,NNov,2,903.0
Programming & Tech,Msc,6,1047.0
Programming & Tech,Msc,0,386.0
Programming & Tech,Msc,5,354.0
Programming & Tech,Msc,6,721.0
Programming & Tech,Msc,7,780.0
Programming & Tech,Msc,2,779.0
Digital Marketing,Krsk,6,125.0
Programming & Tech,Msc,0,785.0
Programming & Tech,Msc,8,155.0
Programming & Tech,Msc,1,980.0
Business,Nvsk,7,930.0
Video & Animation,Vlc,6,285.0
Video & Animation,Vlc,3,856.0
Video & Animation,Vlc,3,675.0
Video & Animation,Vlc,4,803.0
Writing & Translation,NNov,3,511.0
Lifestyle,Nov,0,129.0
Programming & Tech,Msc,8,171.0
Programming & Tech,Msc,1,504.0
Writing & Translation,NNov,3,962.0
Programming & Tech,Msc,2,126.0
Programming & Tech,Msc,5,964.0
Writing & Translation,NNov,8,401.0
Writing & Translation,NNov,9,242.0
Programming & Tech,Msc,3,497.0
Programming & Tech,Msc,8,179.0
Music & Audio,Mmk,0,713.0
Programming & Tech,Msc,3,211.0
Programming & Tech,SPb,8,1078.0
Programming & Tech,Msc,2,582.0
Lifestyle,Nov,7,194.0
Programming & Tech,Msc,0,340.0
Programming & Tech,Msc,2,141.0
Business,Nvsk,0,449.0
Programming & Tech,Msc,6,766.0
Digital Marketing,Krsk,3,344.0
Video & Animation,Vlc,4,520.0
Music & Audio,Mmk,9,481.0
Programming & Tech,Msc,2,485.0
Programming & Tech,Msc,7,393.0
Programming & Tech,Msc,2,352.0
Programming & Tech,Msc,4,995.0
Programming & Tech,Msc,3,712.0
Programming & Tech,Msc,8,944.0
Programming & Tech,Msc,4,912.0
Programming & Tech,Msc,9,258.0
Programming & Tech,Msc,5,281.0
Programming & Tech,Msc,9,705.0
Programming & Tech,Msc,0,1033.0
Programming & Tech,Msc,9,584.0
Programming & Tech,Msc,3,632.0
Programming & Tech,SPb,8,793.0
Business,Nvsk,6,577.0
Programming & Tech,SPb,7,696.0
Digital Marketing,Krsk,3,994.0
Music & Audio,Mmk,7,680.0
Programming & Tech,Msc,7,242.0
Programming & Tech,Msc,7,394.0
Programming & Tech,Msc,4,876.0
Programming & Tech,Msc,2,327.0
Writing & Translation,NNov,3,1051.0
Lifestyle,Nov,5,346.0
Programming & Tech,Msc,1,433.0
Programming & Tech,Msc,8,758.0
Programming & Tech,Msc,3,965.0
Music & Audio,Mmk,9,441.0
Digital Marketing,Krsk,6,901.0
Writing & Translation,NNov,7,374.0
Lifestyle,Nov,5,668.0
Business,Nvsk,3,353.0
Digital Marketing,Krsk,8,319.0
Music & Audio,Mmk,7,950.0
Programming & Tech,Msc,3,424.0
Programming & Tech,Msc,2,866.0
Music & Audio,Mmk,3,274.0
Programming & Tech,Msc,4,878.0
Digital Marketing,Krsk,9,1075.0
Video & Animation,Vlc,7,334.0
Programming & Tech,Msc,4,745.0
Programming & Tech,Msc,5,891.0
Programming & Tech,SPb,0,620.0
Business,Nvsk,9,229.0
Programming & Tech,Msc,4,701.0
Programming & Tech,Msc,6,113.0
Writing & Translation,NNov,1,192.0
Lifestyle,Nov,6,597.0
Programming & Tech,Msc,5,813.0
Programming & Tech,Msc,0,619.0
Programming & Tech,Msc,7,876.0
Programming & Tech,Msc,6,277.0
Programming & Tech,Msc,7,857.0
Programming & Tech,Msc,3,1098.0
Programming & Tech,Msc,0,933.0
Programming & Tech,Msc,0,414.0
Video & Animation,Vlc,6,928.0
Programming & Tech,Msc,1,328.0
Business,Nvsk,7,999.0
Programming & Tech,Msc,8,573.0
Video & Animation,Vlc,7,440.0
Programming & Tech,Msc,3,444.0
Programming & Tech,Msc,0,853.0
Programming & Tech,Msc,1,356.0
Programming & Tech,Msc,2,285.0
Business,Nvsk,6,461.0
Programming & Tech,Msc,4,181.0
Programming & Tech,Msc,1,271.0
Music & Audio,Mmk,3,222.0
Programming & Tech,Msc,6,987.0
Programming & Tech,Msc,8,462.0
Programming & Tech,Msc,5,989.0
Programming & Tech,Msc,1,1082.0
Programming & Tech,Msc,0,114.0
Programming & Tech,Msc,8,868.0
Programming & Tech,Msc,1,336.0
Music & Audio,Mmk,3,937.0
Programming & Tech,Msc,2,119.0
Programming & Tech,Msc,6,195.0
Programming & Tech,Msc,8,175.0
Digital Marketing,Krsk,6,943.0
Programming & Tech,Msc,2,187.0
Programming & Tech,Msc,6,129.0
Programming & Tech,Msc,3,373.0
Business,Nvsk,1,481.0
Video & Animation,Vlc,9,366.0
Business,Nvsk,8,686.0
Video & Animation,Vlc,8,461.0
Lifestyle,Nov,5,311.0
Programming & Tech,Msc,3,350.0
Programming & Tech,Msc,0,488.0
Lifestyle,Nov,7,415.0
Programming & Tech,Msc,8,702.0
Programming & Tech,Msc,0,379.0
Writing & Translation,NNov,1,888.0
Programming & Tech,Msc,0,984.0
Programming & Tech,Msc,9,866.0
Programming & Tech,Msc,3,640.0
Programming & Tech,Msc,6,403.0
Programming & Tech,Msc,0,296.0
Programming & Tech,Msc,4,871.0
Programming & Tech,Msc,8,306.0
Programming & Tech,SPb,4,574.0
Music & Audio,Mmk,8,224.0
Programming & Tech,Msc,7,765.0
Music & Audio,Mmk,6,523.0
Programming & Tech,Msc,5,527.0
Writing & Translation,NNov,3,1070.0
Programming & Tech,Msc,2,1039.0
Programming & Tech,Msc,4,572.0
Programming & Tech,SPb,9,123.0
Music & Audio,Mmk,7,471.0
Music & Audio,Mmk,7,709.0
Programming & Tech,SPb,0,121.0
Programming & Tech,Msc,9,894.0
Programming & Tech,Msc,7,674.0
Video & Animation,Vlc,3,784.0
Programming & Tech,Msc,1,567.0
Digital Marketing,Krsk,2,496.0
Digital Marketing,Krsk,5,874.0
Programming & Tech,Msc,8,812.0
Music & Audio,Mmk,7,667.0
Programming & Tech,Msc,5,942.0
Programming & Tech,Msc,2,220.0
Programming & Tech,Msc,6,1017.0
Programming & Tech,Msc,2,955.0
Programming & Tech,Msc,8,435.0
Programming & Tech,Msc,5,804.0
Programming & Tech,Msc,5,954.0
Programming & Tech,Msc,4,768.0
Programming & Tech,Msc,3,431.0
Programming & Tech,Msc,2,524.0
Programming & Tech,Msc,5,362.0
Programming & Tech,Msc,4,956.0
Programming & Tech,Msc,4,1011.0
Programming & Tech,Msc,0,820.0
Business,Nvsk,4,790.0
Programming & Tech,Msc,7,951.0
Digital Marketing,Krsk,4,768.0
Programming & Tech,Msc,6,878.0
Programming & Tech,Msc,9,163.0
Writing & Translation,NNov,9,1055.0
Business,Nvsk,1,574.0
Programming & Tech,Msc,7,257.0
Programming & Tech,Msc,2,504.0
Programming & Tech,Msc,3,635.0
Business,Nvsk,1,636.0
Programming & Tech,Msc,2,569.0
Programming & Tech,SPb,0,348.0
Programming & Tech,Msc,3,1077.0
Programming & Tech,Msc,8,348.0
Programming & Tech,Msc,1,320.0
Programming & Tech,Msc,6,609.0
Programming & Tech,Msc,7,335.0
Writing & Translation,NNov,3,555.0
Programming & Tech,Msc,5,524.0
Programming & Tech,Msc,3,644.0
Music & Audio,Mmk,5,454.0
Business,Nvsk,4,125.0
Programming & Tech,Msc,8,1088.0
Programming & Tech,SPb,2,749.0
Business,Nvsk,4,803.0
Programming & Tech,Msc,0,370.0
Programming & Tech,Msc,9,508.0
Digital Marketing,Krsk,8,969.0
Programming & Tech,Msc,9,106.0
Business,Nvsk,7,508.0
Programming & Tech,Msc,2,698.0
Lifestyle,Nov,0,952.0
Business,Nvsk,4,693.0
Programming & Tech,Msc,5,223.0
Programming & Tech,Msc,1,991.0
Programming & Tech,Msc,0,964.0
Writing & Translation,NNov,8,348.0
Programming & Tech,SPb,0,226.0
Programming & Tech,Msc,9,244.0
Programming & Tech,Msc,7,628.0
Programming & Tech,SPb,8,406.0
Programming & Tech,Msc,1,1028.0
Programming & Tech,Msc,1,695.0
Programming & Tech,Msc,7,805.0
Programming & Tech,Msc,3,785.0
Programming & Tech,Msc,9,605.0
Programming & Tech,Msc,8,410.0
Programming & Tech,Msc,9,125.0
Programming & Tech,Msc,8,563.0
Business,Nvsk,2,379.0
Programming & Tech,Msc,5,879.0
Programming & Tech,Msc,6,871.0
Video & Animation,Vlc,0,895.0
Programming & Tech,Msc,5,746.0
Business,Nvsk,5,443.0
Programming & Tech,Msc,7,727.0
Programming & Tech,Msc,7,240.0
Programming & Tech,Msc,1,179.0
Programming & Tech,Msc,7,957.0
Programming & Tech,Msc,4,858.0
Programming & Tech,Msc,7,151.0
Video & Animation,Vlc,8,199.0
Programming & Tech,Msc,3,281.0
Programming & Tech,SPb,8,291.0
Programming & Tech,Msc,0,722.0
Programming & Tech,Msc,4,602.0
Programming & Tech,Msc,5,990.0
Programming & Tech,SPb,0,747.0
Programming & Tech,SPb,2,741.0
Programming & Tech,Msc,0,549.0
Programming & Tech,Msc,0,516.0
Programming & Tech,Msc,3,682.0
Programming & Tech,Msc,3,1068.0
Programming & Tech,Msc,1,786.0
Programming & Tech,Msc,9,433.0
Programming & Tech,Msc,1,436.0
Programming & Tech,Msc,3,1073.0
Programming & Tech,Msc,6,408.0
Programming & Tech,Msc,5,825.0
Programming & Tech,Msc,9,237.0
Programming & Tech,Msc,2,567.0
Programming & Tech,Msc,1,694.0
Programming & Tech,Msc,7,614.0
Music & Audio,Mmk,0,241.0
Lifestyle,Nov,6,320.0
Programming & Tech,Msc,2,218.0
Music & Audio,Mmk,7,898.0
Music & Audio,Mmk,1,319.0
Programming & Tech,Msc,4,257.0
Programming & Tech,Msc,1,344.0
Business,Nvsk,7,600.0
Music & Audio,Mmk,3,338.0
Programming & Tech,Msc,7,759.0
Writing & Translation,NNov,8,208.0
Programming & Tech,Msc,6,246.0
Programming & Tech,Msc,8,167.0
Programming & Tech,Msc,0,732.0
Programming & Tech,Msc,3,349.0
Programming & Tech,Msc,9,223.0
Digital Marketing,Krsk,7,225.0
Programming & Tech,Msc,4,740.0
Programming & Tech,Msc,7,805.0
Programming & Tech,Msc,0,372.0
Programming & Tech,Msc,3,748.0
Music & Audio,Mmk,7,385.0
Lifestyle,Nov,1,787.0
Programming & Tech,Msc,2,308.0
Business,Nvsk,7,977.0
Programming & Tech,Msc,0,251.0
Programming & Tech,Msc,8,795.0
Programming & Tech,Msc,3,447.0
Programming & Tech,Msc,3,860.0
Video & Animation,Vlc,9,256.0
Writing & Translation,NNov,3,584.0
Programming & Tech,Msc,2,125.0
Video & Animation,Vlc,1,1002.0
Programming & Tech,Msc,3,893.0
Digital Marketing,Krsk,3,452.0
Programming & Tech,Msc,2,334.0
Programming & Tech,Msc,2,385.0
Digital Marketing,Krsk,9,563.0
Programming & Tech,Msc,1,1024.0
Music & Audio,Mmk,0,876.0
Programming & Tech,Msc,9,225.0
Programming & Tech,Msc,4,133.0
Programming & Tech,Msc,5,668.0
Programming & Tech,Msc,7,1003.0
Programming & Tech,Msc,8,510.0
Video & Animation,Vlc,3,604.0
Digital Marketing,Krsk,6,752.0
Lifestyle,Nov,4,443.0
Programming & Tech,Msc,5,157.0
Writing & Translation,NNov,7,262.0
Programming & Tech,Msc,0,840.0
Programming & Tech,Msc,9,871.0
Writing & Translation,NNov,9,1084.0
Programming & Tech,Msc,1,604.0
Programming & Tech,Msc,4,235.0
Programming & Tech,Msc,9,724.0
Digital Marketing,Krsk,3,291.0
Programming & Tech,Msc,4,361.0
Programming & Tech,Msc,2,1003.0
Digital Marketing,Krsk,0,347.0
Programming & Tech,Msc,5,210.0
Lifestyle,Nov,6,1088.0
Programming & Tech,Msc,9,391.0
Digital Marketing,Krsk,6,324.0
Programming & Tech,Msc,4,1030.0
Programming & Tech,Msc,0,1007.0
Music & Audio,Mmk,3,513.0
Programming & Tech,Msc,3,868.0
Programming & Tech,Msc,5,188.0
Programming & Tech,Msc,9,473.0
Digital Marketing,Krsk,2,1000.0
Video & Animation,Vlc,7,602.0
Programming & Tech,Msc,0,643.0
Programming & Tech,SPb,8,236.0
Writing & Translation,NNov,1,1077.0
Programming & Tech,SPb,9,519.0
Programming & Tech,Msc,1,833.0
Programming & Tech,Msc,1,282.0
Lifestyle,Nov,9,579.0
Programming & Tech,Msc,0,711.0
Programming & Tech,Msc,7,1074.0
Programming & Tech,Msc,0,957.0
Programming & Tech,SPb,0,770.0
Programming & Tech,Msc,9,319.0
Programming & Tech,Msc,2,400.0
Programming & Tech,SPb,9,773.0
Programming & Tech,Msc,3,716.0
Video & Animation,Vlc,5,1001.0
Programming & Tech,Msc,2,189.0
Lifestyle,Nov,5,687.0
Programming & Tech,Msc,7,351.0
Programming & Tech,Msc,5,632.0
Programming & Tech,Msc,5,985.0
Programming & Tech,SPb,3,424.0
Programming & Tech,Msc,6,924.0
Digital Marketing,Krsk,5,503.0
Programming & Tech,Msc,4,324.0
Lifestyle,Nov,0,171.0
Video & Animation,Vlc,0,113.0
Programming & Tech,Msc,0,872.0
Programming & Tech,Msc,9,1084.0
Programming & Tech,SPb,8,412.0
Business,Nvsk,7,576.0
Programming & Tech,Msc,1,303.0
Programming & Tech,Msc,9,142.0
Programming & Tech,Msc,4,304.0
Writing & Translation,NNov,7,434.0
Programming & Tech,Msc,0,802.0
Programming & Tech,Msc,8,236.0
Music & Audio,Mmk,3,318.0
Programming & Tech,Msc,0,408.0
Programming & Tech,Msc,2,808.0
Programming & Tech,Msc,9,840.0
Programming & Tech,Msc,3,216.0
Programming & Tech,Msc,6,713.0
Programming & Tech,Msc,6,206.0
Programming & Tech,Msc,5,862.0
Programming & Tech,Msc,6,1070.0
Programming & Tech,Msc,7,463.0
Programming & Tech,Msc,1,913.0
Programming & Tech,Msc,6,547.0
Music & Audio,Mmk,4,683.0
Programming & Tech,Msc,8,291.0
Lifestyle,Nov,1,763.0
Music & Audio,Mmk,9,224.0
Programming & Tech,Msc,3,957.0
Programming & Tech,Msc,8,835.0
Programming & Tech,Msc,7,593.0
Programming & Tech,Msc,3,907.0
Programming & Tech,Msc,4,247.0
Digital Marketing,Krsk,8,736.0
Digital Marketing,Krsk,6,566.0
Video & Animation,Vlc,9,518.0
Programming & Tech,SPb,6,291.0
Business,Nvsk,8,983.0
Programming & Tech,Msc,7,605.0
Writing & Translation,NNov,2,157.0
Programming & Tech,Msc,5,740.0
Programming & Tech,Msc,1,1090.0
Programming & Tech,Msc,5,845.0
Programming & Tech,Msc,7,176.0
Lifestyle,Nov,5,1084.0
Programming & Tech,Msc,3,856.0
Music & Audio,Mmk,1,900.0
Programming & Tech,Msc,2,406.0
Music & Audio,Mmk,9,206.0
Digital Marketing,Krsk,9,328.0
Writing & Translation,NNov,5,435.0
Programming & Tech,Msc,3,140.0
Lifestyle,Nov,8,159.0
Programming & Tech,Msc,0,395.0
Programming & Tech,Msc,9,594.0
Programming & Tech,Msc,7,523.0
Digital Marketing,Krsk,6,365.0
Video & Animation,Vlc,2,340.0
Business,Nvsk,1,718.0
Programming & Tech,Msc,5,494.0
Video & Animation,Vlc,0,810.0
Music & Audio,Mmk,2,452.0
Programming & Tech,Msc,2,257.0
Writing & Translation,NNov,0,720.0
Programming & Tech,Msc,1,273.0
Programming & Tech,Msc,8,564.0
Video & Animation,Vlc,7,472.0
Programming & Tech,Msc,5,597.0
Programming & Tech,Msc,0,961.0
Programming & Tech,SPb,2,670.0
Programming & Tech,Msc,3,941.0
Programming & Tech,Msc,9,1049.0
Programming & Tech,Msc,9,160.0
Programming & Tech,Msc,7,1083.0
Programming & Tech,Msc,3,605.0
Programming & Tech,Msc,9,971.0
Programming & Tech,Msc,2,630.0
Programming & Tech,Msc,6,731.0
Programming & Tech,Msc,5,193.0
Programming & Tech,Msc,7,575.0
Programming & Tech,Msc,1,145.0
Programming & Tech,Msc,8,501.0
Digital Marketing,Krsk,2,173.0
Business,Nvsk,7,873.0
Lifestyle,Nov,0,198.0
Lifestyle,Nov,3,670.0
Video & Animation,Vlc,1,704.0
Programming & Tech,Msc,1,178.0
Music & Audio,Mmk,2,656.0
Programming & Tech,Msc,8,234.0
Video & Animation,Vlc,0,1079.0
Programming & Tech,Msc,9,848.0
Programming & Tech,Msc,3,494.0
Programming & Tech,Msc,4,876.0
Programming & Tech,SPb,8,777.0
Programming & Tech,Msc,4,882.0
Programming & Tech,Msc,5,231.0
Business,Nvsk,7,156.0
Programming & Tech,Msc,7,685.0
Lifestyle,Nov,1,765.0
Programming & Tech,Msc,9,637.0
Writing & Translation,NNov,7,965.0
Programming & Tech,SPb,9,463.0
Business,Nvsk,0,125.0
Lifestyle,Nov,6,460.0
Programming & Tech,Msc,5,284.0
Writing & Translation,NNov,2,662.0
Lifestyle,Nov,9,891.0
Digital Marketing,Krsk,0,855.0
Programming & Tech,Msc,7,896.0
Programming & Tech,Msc,8,181.0
Programming & Tech,Msc,5,140.0
Programming & Tech,Msc,2,516.0
Writing & Translation,NNov,5,616.0
Programming & Tech,Msc,0,1009.0
Digital Marketing,Krsk,2,261.0
Music & Audio,Mmk,0,292.0
Business,Nvsk,7,943.0
Business,Nvsk,5,116.0
Programming & Tech,Msc,3,474.0
Programming & Tech,Msc,1,888.0
Programming & Tech,Msc,2,276.0
Programming & Tech,Msc,0,132.0
Business,Nvsk,2,144.0
Programming & Tech,Msc,7,245.0
Programming & Tech,Msc,3,1047.0
Video & Animation,Vlc,6,147.0
Writing & Translation,NNov,7,874.0
Video & Animation,Vlc,1,892.0
Programming & Tech,Msc,7,507.0
Writing & Translation,NNov,9,342.0
Programming & Tech,Msc,9,505.0
Programming & Tech,Msc,7,834.0
Programming & Tech,Msc,0,677.0
Programming & Tech,Msc,4,871.0
Digital Marketing,Krsk,5,579.0
Programming & Tech,Msc,1,174.0
Programming & Tech,Msc,1,714.0
Programming & Tech,Msc,5,134.0
Programming & Tech,Msc,9,1043.0
Business,Nvsk,4,154.0
Programming & Tech,Msc,9,398.0
Programming & Tech,Msc,6,194.0
Programming & Tech,Msc,7,955.0
Programming & Tech,Msc,0,929.0
Programming & Tech,Msc,6,995.0
Video & Animation,Vlc,0,933.0
Lifestyle,Nov,2,952.0
Lifestyle,Nov,9,376.0
Programming & Tech,Msc,7,844.0
Lifestyle,Nov,6,828.0
Programming & Tech,Msc,1,795.0
Programming & Tech,Msc,7,426.0
Programming & Tech,Msc,9,124.0
Programming & Tech,Msc,8,695.0
Programming & Tech,SPb,3,829.0
Video & Animation,Vlc,0,576.0
Programming & Tech,Msc,1,747.0
Programming & Tech,Msc,9,617.0
Programming & Tech,SPb,5,322.0
Programming & Tech,Msc,9,712.0
Writing & Translation,NNov,9,121.0
Programming & Tech,Msc,5,1022.0
Programming & Tech,Msc,2,653.0
Programming & Tech,Msc,0,825.0
Digital Marketing,Krsk,2,247.0
Digital Marketing,Krsk,2,714.0
Lifestyle,Nov,0,883.0
Business,Nvsk,6,748.0
Programming & Tech,Msc,7,1030.0
Programming & Tech,Msc,9,957.0
Programming & Tech,Msc,6,535.0
Programming & Tech,Msc,0,341.0
Programming & Tech,Msc,9,1053.0
Programming & Tech,Msc,9,1014.0
Programming & Tech,Msc,9,1053.0
Writing & Translation,NNov,3,674.0
Programming & Tech,Msc,0,675.0
Programming & Tech,Msc,2,1014.0
Programming & Tech,Msc,9,156.0
Video & Animation,Vlc,2,782.0
Programming & Tech,Msc,1,962.0
Programming & Tech,Msc,4,723.0
Programming & Tech,Msc,0,406.0
Video & Animation,Vlc,2,264.0
Video & Animation,Vlc,1,818.0
Programming & Tech,Msc,9,1029.0
Programming & Tech,Msc,0,422.0
Video & Animation,Vlc,6,1025.0
Programming & Tech,Msc,1,706.0
Writing & Translation,NNov,3,255.0
Music & Audio,Mmk,0,1034.0
Music & Audio,Mmk,0,324.0
Business,Nvsk,9,308.0
Programming & Tech,Msc,0,813.0
